Name,Address,Culture,Religion,Language,Services,Postcode,State,Phone,Email,Website,Longitude,Latitude,ID
Carers Link,9 THOMAS Street WYNNUM 4178 QLD Australia,NA,NA,"Afrikaans, Indonesian, Pidgin/Neo-Melanesian, Portuguese, Samoan, Spanish","Dementia, In-home respite care",4178,QLD,6.10739E+11,info@carerslink.com.au,http://www.carerslink.com.au,153.1671558,-27.4514199,414
River HealthCare,Shop 5 18 THYNNE Road MORNINGSIDE 4170 QLD Australia,NA,NA,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",4170,QLD,6.10431E+11,sally@riverhealth.com.au,http://www.riverhealthcare.com.au,153.0698857,-27.4690236,415
Adventist Retirement Plus - Supported Living,571 CLEVELAND REDLAND BAY Road VICTORIA POINT 4165 QLD Australia,NA,NA,"English, Finnish","Assistive Technology, Continence Advisory, Dementia, In-home respite care, Mobility, People with terminal illness, Wellness and reablement",4165,QLD,6.10738E+11,nettawoodbridge@sdaac.com.au,http://www.arplus.org.au,153.2823166,-27.5953733,416
RSL Care Brisbane South - Bolton Clarke,91 King Street Thornlands 4164 QLD Australia,"Acehnese, Acholi, Afghan, African American, Afrikaner, Akan, Albanian, Algerian, American, Amhara, Anglo-Burmese, Anglo-Indian, Angolan, Arab, Argentinian, Armenian, Assyrian, Australian, Australian Aboriginal, Australian South Sea Islander, Austrian, Azeri, Bahraini, Balinese, Bangladeshi, Barbadian, Bari, Basque, Batswana, Belarusan, Belgian, Bengali, Berber, Bermudan, Bhutanese, Bolivian, Bosnian, Brazilian, British, Bruneian, Bulgarian, Burgher, Burmese, Burundian, Cameroonian, Canadian, Caribbean Islander, Catalan, Central American, Central Asian, Central and West African, Chaldean, Channel Islander, Chilean, Chin, Chinese, Chinese Asian, Colombian, Congolese, Cook Islander, Coptic, Costa Rican, Croatian, Cuban, Cypriot, Czech, Danish, Darfu/Darfurian, Dinka, Dutch, Eastern European, Ecuadorian, Egyptian, Emirati, English, Eritrean, Estonian, Ethiopian, Fijian, Fijian Indian, Filipino, Finnish, Flemish, French, French Canadian, Frisian, Fulani, Georgian, German, Ghanaian, Gibraltarian, Gio, Greek, Guatemalan, Gujarati, Guyanese, Hawaiian, Hazara, Hispanic (North American), Hmong, Hungarian, Hutu, I-Kiribati, Icelandic, Igbo, Indian, Indian Tamil, Indonesian, Iranian, Iraqi, Irish, Italian, Ivorean, Jamaican, Japanese, Javanese, Jewish, Jordanian, Kadazan, Karen, Kashmiri, Kazakh, Kenyan, Khmer (Cambodian), Korean, Krahn, Kunama, Kurdish, Kuwaiti, Kyrgyz, Lao, Latvian, Lebanese, Liberian, Libyan, Lithuanian, Luxembourg, Macedonian, Madi (Ma'di), Madurese, Mainland South-East Asian, Malawian, Malay, Malayali, Maldivian, Maltese, Mandaean, Mandinka, Manx, Maori, Maritime South-East Asian, Masai, Mauritian, Mayan, Melanesian and Papuan, Mexican, Micronesian, Moldovan, Mon, Mongolian, Montenegrin, Moroccan, Mozambican, Namibian, Native North American Indian, Nauruan, Nepalese, New Caledonian, New Zealander, Ni-Vanuatu, Nicaraguan, Nigerian, Niuean, North American, Northern European, Norwegian, Nubian, Nuer, Ogaden, Omani, Oromo, Otr Nth African & Mid. Eastern, Pakistani, Palestinian, Papua New Guinean, Paraguayan, Parsi, Pathan, Peoples of the Sudan, Peruvian, Polish, Polynesian, Portuguese, Puerto Rican, Punjabi, Qatari, Rohingya, Roma/Gypsy, Romanian, Russian, Rwandan, Salvadoran, Samoan, Saudi Arabian, Scottish, Senegales, Serbian, Seychellois, Shona, Sierra Leonean, Sikh, Sindhi, Singaporean, Sinhalese, Slovak, Slovene, Solomon Islander, Somali, Sorb/Wend, South African, South American, South Eastern European, South Sudanese, Southern Asian, Southern European, Southern and East African, Spanish, Sri Lankan, Sri Lankan Tamil, Sudanese, Sundanese, Swahili, Swazilander, Swedish, Swiss, Syrian, Tahitian, Taiwanese, Tajik, Tanzanian, Tatar, Telugu, Temoq, Thai, Themne, Tibetan, Tigrayan, Tigre, Timorese, Togolese, Tokelauan, Tongan, Torres Strait Islander, Trinidadian (Tobagonian), Tunisian, Turkish, Turkmen, Tuvaluan, Ugandan, Uighur, Ukrainian, Uruguayan, Uzbek, Venezuelan, Vietnamese, Vlach, Welsh, Western European, Yemeni, Yoruba, Zambian, Zimbabwean, Zulu","Aboriginal Evang. Missions, Agnosticism, Albanian Orthodox, Ancestor Veneration, Ancient Church of the East, Anglican, Anglican Catholic Church, Anglican Church of Australia, Animism, Antiochian Orthodox, Apostolic Church (Australia), Apostolic Church of Queensland, Armenian Apostolic, Assemblies of God, Assyrian Apostolic, Assyrian Church of the East, Atheism, Aust. Aboriginal Trad. Religs., Baha'i, Baptist, Bethesda Churches, Born Again Christian, Brethren, Buddhism, Caodaism, Catholic, Chaldean Catholic, Chinese Religions, Christadelphians, Christian, Christian & Missionary Allnce., Christian City Church, Christian Life Churches Int_„Žl, Christian Outreach Centres, Christian Revival Crusade, Christian Science, Church of Christ (Non-denom.), Church of Jesus Christ of LDS, Church of Scientology, Church of the Nazarene, Churches of Christ, Churches of Christ (Conf.), Community of Christ, Confucianism, Congregational, Coptic Orthodox Church, Druidism, Druse, Eastern Orthodox, Eckankar, Ethiopian Orthodox Church, Ethnic Evangelical Churches, Gnostic Christians, Greek Orthodox, Hinduism, Humanism, Independent Evang. Churches, International Church of Christ, Islam, Jainism, Japanese Religions, Jehovah's Witnesses, Judaism, Latter-day Saints, Liberal Catholic Church, Lutheran, Macedonian Orthodox, Maronite Catholic, Melkite Catholic, Nature Religions, New Apostolic Church, New Churches (Swedenborgian), No religion, Oriental Orthodox, Other Christian, Other Protestant, Paganism, Pantheism, Pentecostal, Presbyterian, Presbyterian and Reformed, Rastafarianism, Ratana (Maori), Rationalism, Reformed, Religious Science, Religious Society of Friends, Revival Centres, Rhema Family Church, Romanian Orthodox, Russian Orthodox, Salvation Army, Satanism, Serbian Orthodox, Seventh-day Adventist, Shinto, Sikhism, Spiritualism, Sukyo Mahikari, Syrian Orthodox Church, Taoism, Temple Society, Tenrikyo, Theosophy, Ukrainian Catholic, Unitarian, United Pentecostal, Uniting Church, Wesleyan Methodist Church, Western Catholic, Wiccan/Witchcraft, Worldwide Church of God, Zoroastrianism","Acholi, Afrikaans, Albanian, Alyawarr (Alyawarra), Amharic, Anyuak/Anuak, Arabic, Arakanese/Rakhinz, Armenian, Arrernte (Aranda), Asante/Ashanti, Assamese, Assyrian, Assyrian (Including Aramaic), Australian Indigenous Lang, Azari, Azerbaijani, Baluchi/Balochi, Bambara, Bari/Beri, Basque, Bassa, Bemba, Bengali/Bangla, Bisaya, Bislama, Bosnian, Breton, Bulgarian, Burarra, Byelorussian, Cantonese, Catalan, Cebuano, Chaldean, Chi-Nyanja/Nyanja, Chichewa/Chewa, Chin, Chin Haka (Dialect of Chin), Chinese, Chinese (All Dialects), Chizigula/Zigula, Coptic, Croatian, Czech, Dan/Gio, Danish, Dari, Dinka, Divehi, Dutch, Dzongkha, Eastern Asian Languages, Eastern European Lang, English, Esperanto, Estonian, Ewe, Falam Chin (Dialect of Chin), Fanti/Fante, Farsi (Persian), Fiji Hindi, Fijian, Filipino/Tagalog, Finnish, Flemish, Foochow (Chinese), French, Fukien (Chinese), Fulani, Fullah, Fulliru, Fuqing, Fur, Fuzhou (Chinese), Gaelic (Ireland), Gaelic (Scotland), Galician, Gan, Georgian, German, Gilbertese, Gio/Dan, Greek, Gro, Gujarati, Hainanese (Chinese), Haitian, Hakka (Chinese), Hakka (Timorese), Harari, Hassani (Dialect of Arabic), Hassaniya (Dialect of Arabic), Hasseniyya (Dialect of Arabic), Hausa, Hawaiian, Hazaragi, Hebrew, Hindi, Hindustani/Hindi-Urdu, Hmong, Hokkien (Chinese), Hungarian, Icelandic, Igbo/Ibo, Ikalanga/Kalanga, Indonesian, Irish, Italian, Japanese, Javanese, Juba/Arabic Pidgin, Kachin, Kakwa, Kalentin, Kannadai/Kannarese, Karen, Karenni/Kayah, Kashmiri, Kazakh, Khmer, Khumi (Dialect of Chin), Ki-Kongo, Ki-Kuyu, Ki-Luba/Luba, Kikuyu, Kingoni, Kinjanda, Kinyarwanda, Kirghiz, Kirundi, Kissi, Kiswahili, Kono, Korean, Kpelle, Krio, Kriol, Kuanua/Tolai, Kuku, Kunama, Kurdish (Badini), Kurdish (Faili), Kurdish (Gorani), Kurdish (Irani/Kurdistani), Kurdish (Kurmanji), Kurdish (Sorani), Kuurinji (Gurindji), Kwa, Lao, Latin, Latvian, Liberian Pidgin, Limba, Lingala, Lisu, Lithuanian, Loko, Loma, Lori, Luganda, Luo, Luwa, Macedonian, Madi, Malagasy, Malayalam, Malaysian/Malay/Cocos Malay, Malinka, Maltese, Mandarin, Mandingo, Mano, Maori, Mara (Dialect of Chin), Marathi, Maru, Mashi, Matu (Dialect of Chin), Mauritian Creole, Mende, Mina, Mizo Chin (Dialect of Chin), Moldavian, Mon, Mongolian, Moru, Motu, Mundari, Myanmar (Burmese), Nauruan, Ndebele/Jindebele, Nepali, Netherlandic, Non Verbal, Northern European Lang, Norwegian, Not Stated/Inadequately Desc, Nubia, Nuer, Nyagwara, Oriya/Odia, Oromo, Other, Other African Languages, Other Asian Languages, Other European Languages, Other Languages, Other Oceanic Languages, Ov-Ambo, Papiamento, Pashtu/Pashto, Pedi/Northern Soto, Pidgin/Neo-Melanesian, Pintupi, Pitjantjatjara, Pojulu, Polish, Portuguese, Pukapuka, Pulaar, Punjabi, Pwo Karen (Dialect of Karen), Quechua, Rajasthani, Rohingya (Myanmar), Rohinya (Cook Islands), Romanian, Romansch, Romany, Russian, Saho, Samoan, Sanskrit, Sardinian, Serbian, Setswana, Sgaw Karen (Dialect of Karen), Shan, Shanghainese, Shilenge, Shiluk, Shona/Chishona, Sichuan, Sidamic, Sindhi, Sinhalese, Siym (Dialect of Chin), Slovak, Slovene, Somali, Sotho, Southeast Asian Languages, Southern Asian Languages, Southern European Lang, Spanish, Sudanese Arabic, Sukuma, Susu, Sw Asian/N African Lang, Swahili/Ki-Swahili, Swazi, Swedish, Syriac, Tajik, Tamil, Tartar, Tedim Chin (Dialect of Chin), Telugu, Temne, Teo Chiew (Chinese), Tetum (Timorese), Thai, Tibetan, Tigre, Tigrinya, Tiv, Tiwi, Tokelauan, Tongan, Tshiluba, Tsonga, Turkish, Turkmen, Twi, Uighur, Ukrainian, Urdu, Uzbek, Vietnamese, Walmajarri (Walmadjari), Warlpiri, Watchi, Welsh, Wendish, Wik-Mungkan, Wolof, Xhosa, Yalunka, Yiddish, Yoruba, Yugoslavian, Zande, Zomi (Dialect of Chin), Zonot (Dialect of Chin), Zulu","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",4164,QLD,6.10735E+11,brisbanemetro-southhc@rslcare.com.au,https://www.rslcare.com.au/our-services/homecare/our-homecare-services/,153.2800446,-27.5633869,417
Finncare South Brisbane,343 CLEVELAND REDLAND BAY Road THORNLANDS 4164 QLD Australia,"Australian, English, Finnish",NA,NA,NA,4164,QLD,6.10738E+11,hss@finncare.org.au,http://www.afrha.com.au,153.2780702,-27.5749723,418
Star Community Services LTD,"Unit 15 Level 1, 152 Shore Street CLEVELAND 4163 QLD Australia",NA,NA,NA,NA,4163,QLD,6.10738E+11,referrals@starct.org.au,http://www.starcommunityservices.org.au,153.266725,-27.527106,419
Home Instead Senior Care Bayside and Logan,Shop 15 112 BIRKDALE Road BIRKDALE 4159 QLD Australia,"Afghan, Australian, British, Danish, Dutch, Eastern European, English, Finnish, French, German","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Hinduism, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Afrikaans, English, Finnish, German, Portuguese, Spanish, Swedish","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mobility, People with terminal illness, Vision, Wellness and reablement",4159,QLD,6.10732E+11,victoria@hiscbayside.com.au,NA,153.2123753,-27.495144,420
"MiCare- Brisbane, QLD",62 COLLINGWOOD Road BIRKDALE 4159 QLD Australia,"Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Arabic, Cantonese, Croatian, Dutch, French, German, Greek, Italian, Mandarin, Polish, Spanish, Vietnamese","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",4159,QLD,6.10738E+11,cm7@micare.com.au,http://www.micare.com.au,153.2186784,-27.4959795,421
For Care,18 HONEYGEM Place BIRKDALE 4159 QLD Australia,NA,NA,NA,NA,4159,QLD,6.1041E+11,alex@tea-cupcottage.com,https://forcare.net.au,153.2137658,-27.5009009,422
Life Without Barriers Home Care Packages Program - South Brisbane Queensland,7 WARDLEY Street CAPALABA 4157 QLD Australia,NA,NA,NA,"Assistive Technology, In-home respite care, Mobility, Wellness and reablement",4157,QLD,6.10734E+11,agedcarebrisbanesouth@lwb.org.au,http://www.lwb.org.au,153.1998779,-27.5386037,423
RSL Care Logan - Bolton Clarke,130-150 Old Logan Village Road Waterford 4133 QLD Australia,"Acehnese, Acholi, Afghan, African American, Afrikaner, Akan, Albanian, Algerian, American, Amhara, Anglo-Burmese, Anglo-Indian, Angolan, Arab, Argentinian, Armenian, Assyrian, Australian, Australian Aboriginal, Australian South Sea Islander, Austrian, Azeri, Bahraini, Balinese, Bangladeshi, Barbadian, Bari, Basque, Batswana, Belarusan, Belgian, Bengali, Berber, Bermudan, Bhutanese, Bolivian, Bosnian, Brazilian, British, Bruneian, Bulgarian, Burgher, Burmese, Burundian, Cameroonian, Canadian, Caribbean Islander, Catalan, Central American, Central Asian, Central and West African, Chaldean, Channel Islander, Chilean, Chin, Chinese, Chinese Asian, Colombian, Congolese, Cook Islander, Coptic, Costa Rican, Croatian, Cuban, Cypriot, Czech, Danish, Darfu/Darfurian, Dinka, Dutch, Eastern European, Ecuadorian, Egyptian, Emirati, English, Eritrean, Estonian, Ethiopian, Fijian, Fijian Indian, Filipino, Finnish, Flemish, French, French Canadian, Frisian, Fulani, Georgian, German, Ghanaian, Gibraltarian, Gio, Greek, Guatemalan, Gujarati, Guyanese, Hawaiian, Hazara, Hispanic (North American), Hmong, Hungarian, Hutu, I-Kiribati, Icelandic, Igbo, Indian, Indian Tamil, Indonesian, Iranian, Iraqi, Irish, Italian, Ivorean, Jamaican, Japanese, Javanese, Jewish, Jordanian, Kadazan, Karen, Kashmiri, Kazakh, Kenyan, Khmer (Cambodian), Korean, Krahn, Kunama, Kurdish, Kuwaiti, Kyrgyz, Lao, Latvian, Lebanese, Liberian, Libyan, Lithuanian, Luxembourg, Macedonian, Madi (Ma'di), Madurese, Mainland South-East Asian, Malawian, Malay, Malayali, Maldivian, Maltese, Mandaean, Mandinka, Manx, Maori, Maritime South-East Asian, Masai, Mauritian, Mayan, Melanesian and Papuan, Mexican, Micronesian, Moldovan, Mon, Mongolian, Montenegrin, Moroccan, Mozambican, Namibian, Native North American Indian, Nauruan, Nepalese, New Caledonian, New Zealander, Ni-Vanuatu, Nicaraguan, Nigerian, Niuean, North American, Northern European, Norwegian, Nubian, Nuer, Ogaden, Omani, Oromo, Otr Nth African & Mid. Eastern, Pakistani, Palestinian, Papua New Guinean, Paraguayan, Parsi, Pathan, Peoples of the Sudan, Peruvian, Polish, Polynesian, Portuguese, Puerto Rican, Punjabi, Qatari, Rohingya, Roma/Gypsy, Romanian, Russian, Rwandan, Salvadoran, Samoan, Saudi Arabian, Scottish, Senegales, Serbian, Seychellois, Shona, Sierra Leonean, Sikh, Sindhi, Singaporean, Sinhalese, Slovak, Slovene, Solomon Islander, Somali, Sorb/Wend, South African, South American, South Eastern European, South Sudanese, Southern Asian, Southern European, Southern and East African, Spanish, Sri Lankan, Sri Lankan Tamil, Sudanese, Sundanese, Swahili, Swazilander, Swedish, Swiss, Syrian, Tahitian, Taiwanese, Tajik, Tanzanian, Tatar, Telugu, Temoq, Thai, Themne, Tibetan, Tigrayan, Tigre, Timorese, Togolese, Tokelauan, Tongan, Torres Strait Islander, Trinidadian (Tobagonian), Tunisian, Turkish, Turkmen, Tuvaluan, Ugandan, Uighur, Ukrainian, Uruguayan, Uzbek, Venezuelan, Vietnamese, Vlach, Welsh, Western European, Yemeni, Yoruba, Zambian, Zimbabwean, Zulu","Aboriginal Evang. Missions, Agnosticism, Albanian Orthodox, Ancestor Veneration, Ancient Church of the East, Anglican, Anglican Catholic Church, Anglican Church of Australia, Animism, Antiochian Orthodox, Apostolic Church (Australia), Apostolic Church of Queensland, Armenian Apostolic, Assemblies of God, Assyrian Apostolic, Assyrian Church of the East, Atheism, Aust. Aboriginal Trad. Religs., Baha'i, Baptist, Bethesda Churches, Born Again Christian, Brethren, Buddhism, Caodaism, Catholic, Chaldean Catholic, Chinese Religions, Christadelphians, Christian, Christian & Missionary Allnce., Christian City Church, Christian Life Churches Int_„Žl, Christian Outreach Centres, Christian Revival Crusade, Christian Science, Church of Christ (Non-denom.), Church of Jesus Christ of LDS, Church of Scientology, Church of the Nazarene, Churches of Christ, Churches of Christ (Conf.), Community of Christ, Confucianism, Congregational, Coptic Orthodox Church, Druidism, Druse, Eastern Orthodox, Eckankar, Ethiopian Orthodox Church, Ethnic Evangelical Churches, Gnostic Christians, Greek Orthodox, Hinduism, Humanism, Independent Evang. Churches, International Church of Christ, Islam, Jainism, Japanese Religions, Jehovah's Witnesses, Judaism, Latter-day Saints, Liberal Catholic Church, Lutheran, Macedonian Orthodox, Maronite Catholic, Melkite Catholic, Nature Religions, New Apostolic Church, New Churches (Swedenborgian), No religion, Oriental Orthodox, Other Christian, Other Protestant, Paganism, Pantheism, Pentecostal, Presbyterian, Presbyterian and Reformed, Rastafarianism, Ratana (Maori), Rationalism, Reformed, Religious Science, Religious Society of Friends, Revival Centres, Rhema Family Church, Romanian Orthodox, Russian Orthodox, Salvation Army, Satanism, Serbian Orthodox, Seventh-day Adventist, Shinto, Sikhism, Spiritualism, Sukyo Mahikari, Syrian Orthodox Church, Taoism, Temple Society, Tenrikyo, Theosophy, Ukrainian Catholic, Unitarian, United Pentecostal, Uniting Church, Wesleyan Methodist Church, Western Catholic, Wiccan/Witchcraft, Worldwide Church of God, Zoroastrianism","Acholi, Afrikaans, Albanian, Alyawarr (Alyawarra), Amharic, Anyuak/Anuak, Arabic, Arakanese/Rakhinz, Armenian, Arrernte (Aranda), Asante/Ashanti, Assamese, Assyrian, Assyrian (Including Aramaic), Australian Indigenous Lang, Azari, Azerbaijani, Baluchi/Balochi, Bambara, Bari/Beri, Basque, Bassa, Bemba, Bengali/Bangla, Bisaya, Bislama, Bosnian, Breton, Bulgarian, Burarra, Byelorussian, Cantonese, Catalan, Cebuano, Chaldean, Chi-Nyanja/Nyanja, Chichewa/Chewa, Chin, Chin Haka (Dialect of Chin), Chinese, Chinese (All Dialects), Chizigula/Zigula, Coptic, Croatian, Czech, Dan/Gio, Danish, Dari, Dinka, Divehi, Dutch, Dzongkha, Eastern Asian Languages, Eastern European Lang, English, Esperanto, Estonian, Ewe, Falam Chin (Dialect of Chin), Fanti/Fante, Farsi (Persian), Fiji Hindi, Fijian, Filipino/Tagalog, Finnish, Flemish, Foochow (Chinese), French, Fukien (Chinese), Fulani, Fullah, Fulliru, Fuqing, Fur, Fuzhou (Chinese), Gaelic (Ireland), Gaelic (Scotland), Galician, Gan, Georgian, German, Gilbertese, Gio/Dan, Greek, Gro, Gujarati, Hainanese (Chinese), Haitian, Hakka (Chinese), Hakka (Timorese), Harari, Hassani (Dialect of Arabic), Hassaniya (Dialect of Arabic), Hasseniyya (Dialect of Arabic), Hausa, Hawaiian, Hazaragi, Hebrew, Hindi, Hindustani/Hindi-Urdu, Hmong, Hokkien (Chinese), Hungarian, Icelandic, Igbo/Ibo, Ikalanga/Kalanga, Indonesian, Irish, Italian, Japanese, Javanese, Juba/Arabic Pidgin, Kachin, Kakwa, Kalentin, Kannadai/Kannarese, Karen, Karenni/Kayah, Kashmiri, Kazakh, Khmer, Khumi (Dialect of Chin), Ki-Kongo, Ki-Kuyu, Ki-Luba/Luba, Kikuyu, Kingoni, Kinjanda, Kinyarwanda, Kirghiz, Kirundi, Kissi, Kiswahili, Kono, Korean, Kpelle, Krio, Kriol, Kuanua/Tolai, Kuku, Kunama, Kurdish (Badini), Kurdish (Faili), Kurdish (Gorani), Kurdish (Irani/Kurdistani), Kurdish (Kurmanji), Kurdish (Sorani), Kuurinji (Gurindji), Kwa, Lao, Latin, Latvian, Liberian Pidgin, Limba, Lingala, Lisu, Lithuanian, Loko, Loma, Lori, Luganda, Luo, Luwa, Macedonian, Madi, Malagasy, Malayalam, Malaysian/Malay/Cocos Malay, Malinka, Maltese, Mandarin, Mandingo, Mano, Maori, Mara (Dialect of Chin), Marathi, Maru, Mashi, Matu (Dialect of Chin), Mauritian Creole, Mende, Mina, Mizo Chin (Dialect of Chin), Moldavian, Mon, Mongolian, Moru, Motu, Mundari, Myanmar (Burmese), Nauruan, Ndebele/Jindebele, Nepali, Netherlandic, Non Verbal, Northern European Lang, Norwegian, Not Stated/Inadequately Desc, Nubia, Nuer, Nyagwara, Oriya/Odia, Oromo, Other, Other African Languages, Other Asian Languages, Other European Languages, Other Languages, Other Oceanic Languages, Ov-Ambo, Papiamento, Pashtu/Pashto, Pedi/Northern Soto, Pidgin/Neo-Melanesian, Pintupi, Pitjantjatjara, Pojulu, Polish, Portuguese, Pukapuka, Pulaar, Punjabi, Pwo Karen (Dialect of Karen), Quechua, Rajasthani, Rohingya (Myanmar), Rohinya (Cook Islands), Romanian, Romansch, Romany, Russian, Saho, Samoan, Sanskrit, Sardinian, Serbian, Setswana, Sgaw Karen (Dialect of Karen), Shan, Shanghainese, Shilenge, Shiluk, Shona/Chishona, Sichuan, Sidamic, Sindhi, Sinhalese, Siym (Dialect of Chin), Slovak, Slovene, Somali, Sotho, Southeast Asian Languages, Southern Asian Languages, Southern European Lang, Spanish, Sudanese Arabic, Sukuma, Susu, Sw Asian/N African Lang, Swahili/Ki-Swahili, Swazi, Swedish, Syriac, Tajik, Tamil, Tartar, Tedim Chin (Dialect of Chin), Telugu, Temne, Teo Chiew (Chinese), Tetum (Timorese), Thai, Tibetan, Tigre, Tigrinya, Tiv, Tiwi, Tokelauan, Tongan, Tshiluba, Tsonga, Turkish, Turkmen, Twi, Uighur, Ukrainian, Urdu, Uzbek, Vietnamese, Walmajarri (Walmadjari), Warlpiri, Watchi, Welsh, Wendish, Wik-Mungkan, Wolof, Xhosa, Yalunka, Yiddish, Yoruba, Yugoslavian, Zande, Zomi (Dialect of Chin), Zonot (Dialect of Chin), Zulu","Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",4133,QLD,6.10735E+11,brisbanemetro-loganhc@rslcare.com.au,https://www.rslcare.com.au/our-services/homecare/our-homecare-services/,153.1516164,-27.7035708,424
IWAA - Sydney,11 WATLAND Street SPRINGWOOD 4127 QLD Australia,"Afghan, Algerian, Arab, Australian, Bangladeshi, Bengali, Bosnian, British, Burmese, Central Asian, Colombian, Egyptian, English, Fijian, Fijian Indian, Gujarati, Indian, Iranian, Iraqi, Jordanian, Lebanese, Mainland South-East Asian, Pakistani, Punjabi","Anglican, Assyrian Apostolic, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Arabic, Bosnian",NA,4127,QLD,6.10403E+11,intake@iwaa.org.au,NA,153.1306377,-27.6250661,425
Helping Hands Community Care Services Pty Ltd (Slacks Creek),Unit 6 5-11 NOEL Street SLACKS CREEK 4127 QLD Australia,"Bosnian, Chinese, Dutch, Egyptian, Filipino, German, Greek, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church","Acholi, Afrikaans, Albanian, Amharic, Arabic, Asante/Ashanti, Assyrian, Assyrian (Including Aramaic), Australian Indigenous Lang, Azerbaijani, Cantonese, Chinese, Croatian, English, Fiji Hindi, Fijian, Greek, Harari, Hindi, Indonesian, Italian, Japanese, Juba/Arabic Pidgin, Kiswahili, Kurdish (Badini), Lingala, Mandarin, Nubia, Nuer, Oromo, Other African Languages, Polish, Samoan, Serbian, Somali, Southern Asian Languages, Spanish, Sudanese Arabic, Sw Asian/N African Lang, Swahili/Ki-Swahili, Vietnamese",NA,4127,QLD,6.11301E+11,helpinghccs@gmail.com,https://www.helpinghandsccs.com.au,153.1196126,-27.6307286,426
Just Better Care Brisbane East,Unit 17 268 KINGSTON Road SLACKS CREEK 4127 QLD Australia,NA,NA,"Arabic, English, Somali",NA,4127,QLD,6.10732E+11,mail.be@justbettercare.com,http://justbettercare.com,153.119012,-27.6315599,427
Nextt - Queensland,1 TINA Avenue SPRINGWOOD 4127 QLD Australia,NA,NA,English,NA,4127,QLD,6.113E+11,hcp@nextt.com.au,http://www.nextt.com.au/aged-support,153.1282609,-27.613738,428
Heather Hill Home Care - Springwood,224-248 DENNIS Road SPRINGWOOD 4127 QLD Australia,"Chinese, Filipino, Indian, Sri Lankan, Vietnamese",NA,NA,NA,4127,QLD,6.10737E+11,hayley@hhna.com.au,http://heatherhillhomecare.com.au,153.1507698,-27.6172337,429
Flexi Care Inc. Home Care Packages,Unit 1 16 DIVIDEND Street MANSFIELD 4122 QLD Australia,NA,NA,"Afrikaans, Bosnian, Cantonese, Croatian, English, Finnish, French, German, Greek, Hindi, Japanese, Kinyarwanda, Kono, Krio, Mandarin, Punjabi, Serbian, Shona/Chishona, Spanish, Swahili/Ki-Swahili, Thai, Tongan, Urdu, Vietnamese","Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",4122,QLD,6.10734E+11,info@flexicareinc.org.au,http://www.flexicareinc.org.au,153.103689,-27.5317905,430
Southern Cross Care QLD Direct,2078 LOGAN Road UPPER MOUNT GRAVATT 4122 QLD Australia,"Bosnian, Chinese, Croatian, Dutch, Egyptian, Filipino, German, Greek, Hungarian, Indian, Italian, Lebanese, Macedonian, Maltese, Polish, Russian, Serbian, Sri Lankan, Ukrainian, Vietnamese",Catholic,NA,"Assistive Technology, Continence Advisory, Dementia, Hearing, In-home respite care, Mental Health, Mobility, People with terminal illness, Vision, Wellness and reablement",4122,QLD,6.113E+11,clientengagementteam@sccqld.com.au,http://www.sccqld.com.au,153.0823276,-27.5601702,431
